id,long,lat,dro1945,dro2045B1,dro2095B1,dro2045A1fi,dro2095A1fi,gdd1945,gdd2045B1,gdd2095B1,gdd2045A1fi,gdd2095A1fi,Tc1945,Tc2045B1,Tc2095B1,Tc2045A1fi,Tc2095A1fi,Tw1945,Tw2045B1,Tw2095B1,Tw2045A1fi,Tw2095A1fi
13375,14.58,58.92,0.02,0.02,0.02,0.02,0.07,1308,1539,1761,1679,2512,-4.4,-0.9,0.2,-0.2,3.1,16.6,17.8,18.7,18.4,21.8
13376,14.58,59.08,0.02,0.02,0.02,0.02,0.07,1320,1550,1767,1679,2514,-4.5,-1,0.1,-0.3,3.1,16.8,17.9,18.8,18.5,21.8
13377,14.58,59.25,0.02,0.02,0.02,0.02,0.05,1268,1491,1701,1626,2437,-5,-1.5,-0.4,-0.7,2.7,16.6,17.7,18.6,18.4,21.8
13378,14.58,59.42,0.02,0.019,0.02,0.02,0.03,1218,1434,1645,1563,2353,-5.5,-1.9,-0.9,-1,2.5,16.4,17.5,18.5,18.2,21.4
13379,14.58,59.58,0.02,0.019,0.02,0.02,0.02,1167,1382,1587,1508,2275,-6,-2.4,-1.3,-1.4,2,16.1,17.4,18.3,18,21.2
13380,14.58,59.75,0.02,0.019,0.02,0.02,0.02,1167,1374,1574,1508,2264,-6.3,-2.6,-1.6,-1.7,2.1,16.2,17.3,18.2,18,21.2
13381,14.58,59.92,0.02,0.019,0.02,0.02,0.02,1103,1306,1507,1435,2177,-6.7,-3,-2,-2,1.5,15.9,17,17.9,17.7,20.9
13382,14.58,60.08,0.02,0.019,0.02,0.02,0.02,1015,1204,1394,1325,2046,-7.5,-3.7,-2.6,-2.7,1.1,15.3,16.5,17.4,17.2,20.4
13383,14.58,60.25,0.02,0.019,0.02,0.02,0.02,1006,1183,1374,1304,2015,-7.8,-3.9,-2.8,-2.9,1,15.4,16.5,17.4,17.1,20.3
13384,14.58,60.42,0.02,0.019,0.02,0.02,0.02,1052,1238,1432,1359,2083,-7.8,-3.7,-2.6,-2.6,1.2,15.7,16.8,17.8,17.5,20.7
13385,14.58,60.58,0.02,0.019,0.019,0.02,0.02,984,1155,1336,1277,1974,-8.5,-4.2,-3.2,-3.2,0.8,15.4,16.4,17.3,17,20.2
13386,14.58,60.75,0.02,0.019,0.019,0.02,0.02,980,1143,1336,1265,1963,-8.7,-4.3,-3.3,-3.2,0.8,15.4,16.3,17.3,17,20.2
13387,14.58,60.92,0.02,0.019,0.02,0.02,0.02,1070,1237,1434,1359,2075,-8.1,-3.7,-2.6,-2.6,1.4,15.9,16.8,17.8,17.4,20.6
13388,14.58,61.08,0.02,0.019,0.02,0.02,0.02,1039,1191,1383,1312,2016,-8.4,-3.9,-2.8,-2.8,1.4,15.7,16.5,17.4,17.2,20.3
13389,14.58,61.25,0.02,0.019,0.019,0.02,0.02,859,990,1159,1104,1743,-9.5,-4.9,-3.8,-3.8,0.4,14.5,15.3,16.2,15.9,18.9
13390,14.58,61.42,0.02,0.018,0.019,0.02,0.02,724,829,983,937,1524,-10.4,-5.7,-4.7,-4.5,-0.4,13.7,14.3,15.1,14.9,17.8
13391,14.58,61.58,0.02,0.018,0.019,0.02,0.02,722,828,976,927,1513,-10.5,-5.8,-4.7,-4.6,-0.3,13.7,14.3,15.1,14.8,17.7
13392,14.58,61.75,0.02,0.019,0.019,0.02,0.02,744,851,1003,962,1540,-10.4,-5.4,-4.3,-4.1,0.2,13.7,14.4,15.2,15,17.7
13393,14.58,61.92,0.02,0.019,0.019,0.02,0.02,811,926,1078,1025,1620,-10,-5,-3.9,-3.7,0.6,14.2,14.8,15.6,15.3,18.1
13394,14.58,62.08,0.02,0.019,0.019,0.02,0.02,813,923,1080,1035,1626,-10,-4.9,-3.9,-3.7,0.5,14.3,14.9,15.7,15.5,18.2
13395,14.58,62.25,0.02,0.018,0.019,0.02,0.02,694,795,939,892,1450,-10.6,-5.5,-4.4,-4.3,-0.1,13.4,14.1,14.9,14.6,17.4
13396,14.58,62.42,0.02,0.019,0.019,0.02,0.02,823,936,1089,1041,1636,-9.8,-4.6,-3.5,-3.5,0.8,14.4,14.9,15.7,15.5,18.3
13397,14.58,62.58,0.02,0.019,0.019,0.02,0.02,777,888,1041,995,1574,-9.9,-4.8,-3.8,-3.8,0.5,14,14.7,15.5,15.2,18
13398,14.58,62.75,0.02,0.019,0.019,0.02,0.02,845,969,1123,1075,1678,-9.5,-4.3,-3.3,-3.4,0.9,14.5,15.2,16,15.8,18.5
13399,14.58,62.92,0.02,0.019,0.019,0.02,0.02,896,1033,1193,1133,1760,-9.1,-3.8,-2.8,-3,1.4,14.8,15.5,16.3,16,18.8
13400,14.58,63.08,0.02,0.019,0.019,0.02,0.02,863,994,1153,1098,1714,-9.3,-4,-2.9,-3.1,1.4,14.6,15.3,16.1,15.8,18.6
13401,14.58,63.25,0.02,0.019,0.019,0.02,0.02,906,1047,1210,1155,1781,-8.8,-3.5,-2.5,-2.6,2,14.9,15.6,16.4,16.1,18.9
13402,14.58,63.42,0.02,0.019,0.019,0.02,0.02,872,1013,1173,1120,1744,-9,-3.6,-2.6,-2.5,2,14.7,15.4,16.2,15.9,18.7
13403,14.58,63.58,0.02,0.019,0.019,0.02,0.02,804,950,1109,1057,1666,-9.4,-4.1,-3,-2.8,1.5,14.3,15,15.8,15.6,18.3
13404,14.58,63.75,0.02,0.019,0.019,0.02,0.02,817,964,1128,1071,1694,-9.2,-3.7,-2.6,-2.5,2,14.4,15.1,15.9,15.6,18.4
13405,14.58,63.92,0.02,0.018,0.019,0.02,0.02,639,767,912,875,1438,-10.4,-4.7,-3.5,-3.7,1,13.2,13.9,14.6,14.5,17.3
13406,14.58,64.08,0.02,0.018,0.018,0.02,0.02,490,609,736,699,1216,-11.3,-5.6,-4.2,-4.7,0.1,12,12.7,13.4,13.3,16.1
13407,14.58,64.25,0.02,0.018,0.018,0.02,0.02,537,675,811,766,1310,-11,-4.9,-3.5,-4.3,0.8,12.4,13.1,13.9,13.7,16.5
13408,14.58,64.42,0.02,0.018,0.019,0.02,0.02,646,802,961,903,1500,-10,-3.9,-2.3,-3.4,1.8,13.3,14,14.8,14.6,17.5
13409,14.58,64.58,0.02,0.018,0.018,0.02,0.02,463,592,726,682,1210,-11.4,-4.9,-3.3,-4.8,0.4,11.8,12.5,13.3,13.2,16
13410,14.58,64.75,0.02,0.018,0.018,0.02,0.02,379,500,625,585,1084,-11.9,-5.6,-4,-5.3,-0.2,11.1,11.9,12.6,12.5,15.3
13411,14.58,64.92,0.02,0.018,0.018,0.02,0.02,372,501,625,584,1089,-11.8,-5.4,-3.8,-5.2,0,11.1,11.9,12.6,12.5,15.3
13412,14.58,65.08,0.02,0.017,0.017,0.02,0.02,300,409,525,488,961,-12.3,-5.9,-4.2,-5.7,-0.5,10.4,11.1,11.9,11.8,14.6
13413,14.58,65.25,0.02,0.018,0.018,0.02,0.02,340,467,586,548,1045,-11.5,-5.2,-3.6,-4.9,0.2,10.7,11.5,12.4,12.1,14.9
13414,14.58,65.42,0.02,0.017,0.018,0.02,0.02,275,393,509,470,950,-11.8,-5.4,-3.8,-5.1,-0.2,10,10.9,11.7,11.6,14.4
13415,14.58,65.58,0.02,0.017,0.017,0.02,0.02,274,394,500,464,946,-11.5,-5.1,-3.5,-4.8,-0.1,10,10.9,11.7,11.5,14.3
13416,14.58,65.75,0.02,0.018,0.018,0.02,0.02,353,487,617,579,1113,-10.2,-3.8,-2.2,-3.3,1.4,10.8,11.6,12.5,12.3,15.1
13417,14.58,65.92,0.02,0.018,0.018,0.02,0.02,257,381,484,453,942,-10.6,-4.2,-2.8,-4,0.8,9.8,10.7,11.6,11.3,14.1
13418,14.58,66.08,0.02,0.018,0.018,0.02,0.02,296,428,549,515,1044,-9.7,-3.2,-1.7,-3.2,2.1,10.2,11,12,11.7,14.5
13419,14.58,66.25,0.02,0.018,0.018,0.02,0.02,328,473,596,564,1123,-8.7,-2.3,-0.7,-2.6,3.1,10.5,11.2,12.3,11.9,14.6
13420,14.58,66.42,0.02,0.018,0.019,0.02,0.03,362,524,659,621,1263,-7.9,-1.6,0.1,-1.6,4,10.6,11.5,12.7,12.2,14.8
13421,14.58,66.58,0.02,0.017,0.017,0.02,0.02,169,289,393,355,839,-9.4,-3.6,-1.9,-3.1,2,8.7,9.5,10.8,10.1,12.7
13422,14.58,66.75,0.02,0.018,0.018,0.02,0.03,197,339,444,412,957,-8.5,-2.8,-1.2,-2.2,2.8,9,10,11.2,10.6,13.2
13423,14.58,66.92,0.02,0.018,0.018,0.02,0.03,210,360,471,437,1060,-7.9,-2.5,-0.8,-1.8,3.1,9.1,10.2,11.4,10.7,13.4
13424,14.58,67.08,0.02,0.019,0.02,0.02,0.03,434,642,807,758,1860,-5.5,0.1,1.8,0.8,5.8,11.2,12.4,13.6,12.7,15.6
13425,14.58,67.25,0.02,0.02,0.032,0.02,0.03,663,949,1281,1089,2502,-3.9,1.9,3.6,2.4,7.6,12.8,14.1,15.3,14.3,17.3
13426,14.58,67.42,0.02,0.02,0.031,0.02,0.03,558,812,1065,943,2241,-4.2,1.4,3.1,1.8,7,12,13.4,14.7,13.6,16.6
13427,14.58,68.25,0.02,0.021,0.032,0.02,0.03,569,826,1159,948,2259,-2.7,1.9,3.4,2.2,6.7,12.2,13.6,14.8,13.7,16.8
13428,14.58,68.42,0.02,0.02,0.031,0.02,0.04,501,737,1004,845,2034,-3.1,1.6,3.1,1.6,6,11.7,13.1,14.2,13.2,16.2
13429,14.58,68.58,0.02,0.021,0.032,0.02,0.04,582,830,1140,948,2152,-2.3,2.3,3.8,2.2,6.4,12.2,13.4,14.5,13.6,16.4
13430,14.58,68.75,0.02,0.021,0.029,0.02,0.04,564,792,1011,890,1872,-2.2,2.1,3.6,2,5.9,12.1,13.1,14.1,13.4,16
13431,14.75,36.75,0.58,0.642,0.665,0.66,0.74,4576,5181,5477,5379,6363,10.6,11.7,12.3,12.1,14.1,25.4,28.3,29.5,28.9,33
13432,14.75,36.92,0.53,0.582,0.61,0.61,0.7,3895,4507,4787,4699,5692,8.3,9.5,10.1,9.9,11.9,23.9,26.9,28.2,27.6,31.7
13433,14.75,37.08,0.51,0.565,0.589,0.57,0.67,3646,4222,4520,4432,5425,7.4,8.6,9.2,9.1,11,23.5,26.3,27.6,27,31.2
13434,14.75,37.25,0.52,0.575,0.596,0.58,0.68,3929,4513,4803,4720,5720,8.3,9.5,10.1,10,12,24.2,27.1,28.4,27.9,32
13435,14.75,37.42,0.53,0.589,0.611,0.61,0.7,4524,5097,5389,5304,6297,10,11.3,11.9,11.8,13.8,25.6,28.6,29.9,29.3,33.4
13436,14.75,37.58,0.51,0.564,0.586,0.57,0.65,4260,4824,5116,5022,6024,9.1,10.4,10.9,10.8,12.8,25.1,28,29.3,28.7,32.9
13437,14.75,37.75,0.47,0.524,0.549,0.53,0.6,3586,4140,4435,4338,5346,7,8.2,8.7,8.6,10.6,23.6,26.5,27.8,27.2,31.4
13438,14.75,37.92,0.43,0.475,0.493,0.47,0.55,2543,3059,3350,3259,4267,3.8,4.6,5.2,5.1,7.1,21,23.8,25.1,24.6,28.7
13439,14.75,38.08,0.46,0.521,0.548,0.53,0.6,3977,4544,4855,4757,5760,8.4,9.4,10,9.9,11.9,24.3,27.3,28.6,28,32.1
13440,14.75,40.75,0.37,0.392,0.426,0.41,0.51,3624,4279,4599,4489,5559,7.1,8.1,8.7,8.6,10.6,23.6,26.8,28.3,27.7,32.3
13441,14.75,40.92,0.36,0.39,0.43,0.4,0.51,3032,3714,4031,3918,4978,5.1,6.3,6.8,6.8,8.7,22.4,25.7,27.2,26.6,31.2
13442,14.75,41.08,0.38,0.395,0.433,0.41,0.51,3558,4240,4563,4438,5519,6.5,7.8,8.3,8.3,10.3,23.7,27,28.5,27.7,32.4
13443,14.75,41.25,0.38,0.399,0.437,0.41,0.51,3358,4055,4375,4253,5322,5.7,7.1,7.6,7.7,9.8,23.5,26.7,28.1,27.5,32
13444,14.75,41.42,0.38,0.38,0.42,0.39,0.5,2842,3511,3843,3718,4787,4,5.2,5.7,5.9,7.9,22.3,25.5,26.9,26.3,30.8
13445,14.75,41.58,0.38,0.38,0.417,0.39,0.49,2928,3623,3952,3824,4893,4.2,5.5,6,6.1,8.2,22.6,25.8,27.2,26.6,31
13446,14.75,41.75,0.38,0.386,0.425,0.4,0.5,3158,3873,4201,4073,5139,4.9,6.3,6.8,6.9,9,23.1,26.3,27.6,27,31.4
13447,14.75,41.92,0.4,0.4,0.442,0.41,0.51,3410,4131,4460,4329,5397,5.7,7.2,7.7,7.8,9.9,23.6,26.7,28,27.4,31.7
13448,14.75,42.08,0.42,0.424,0.458,0.43,0.52,3756,4474,4806,4675,5744,6.7,8.4,8.9,9,11,24.4,27.3,28.6,28.1,32.3
13449,14.75,44.75,0.14,0.235,0.296,0.24,0.39,3343,4338,4808,4631,6191,4.9,7.6,8.4,8.3,11.2,23.9,28.6,31.1,30,38
13450,14.75,44.92,0.07,0.179,0.246,0.19,0.34,3072,4052,4528,4357,5929,4.1,6.9,7.7,7.7,10.5,23,27.8,30.3,29.2,37.2
13451,14.75,45.08,0.03,0.13,0.198,0.14,0.3,2927,3906,4378,4202,5789,3.5,6.5,7.3,7.3,10.1,22.4,27.3,29.8,28.6,36.6
13452,14.75,45.25,0.02,0.017,0.055,0.02,0.17,1604,2294,2661,2541,3913,-1.8,1.4,2.1,2.1,4.9,17.1,21.8,24.3,23.1,31.1
13453,14.75,45.42,0.02,0.017,0.034,0.02,0.15,1573,2257,2620,2496,3846,-2.2,1.2,2,1.9,4.8,16.9,21.5,24,22.9,30.9
13454,14.75,45.58,0.02,0.017,0.021,0.02,0.14,1586,2250,2606,2491,3810,-2.3,1.1,1.9,1.8,4.7,17,21.6,24,22.9,30.9
13455,14.75,45.75,0.02,0.018,0.026,0.02,0.15,1768,2463,2826,2712,4094,-1.8,1.9,2.7,2.5,5.5,17.8,22.4,24.9,23.7,31.7
13456,14.75,45.92,0.02,0.018,0.05,0.02,0.18,2156,2863,3240,3131,4596,-0.8,3.3,4.1,3.5,6.9,19.5,23.9,26.3,25.3,33.2
13457,14.75,46.08,0.02,0.018,0.031,0.02,0.16,2202,2889,3253,3150,4590,-0.8,3.2,4.1,3.4,6.6,19.8,24,26.3,25.4,33.2
13458,14.75,46.25,0.02,0.018,0.018,0.02,0.07,1699,2316,2652,2550,3787,-2.7,1.2,2,1.6,4.7,17.5,21.6,23.8,23.1,30.7
13459,14.75,46.42,0.02,0.017,0.018,0.02,0.02,1261,1832,2149,2037,3176,-3.9,-0.5,0.2,0.2,3,15.4,19.3,21.5,20.8,28.2
13460,14.75,46.58,0.02,0.017,0.018,0.02,0.06,1802,2441,2763,2671,3853,-3.2,0.7,2,1,4.1,18,21.9,23.9,23.4,30.6
13461,14.75,46.75,0.02,0.017,0.018,0.02,0.03,1638,2282,2594,2505,3659,-3.7,0.3,1.3,0.6,3.6,17.3,21.1,23,22.7,29.7
13462,14.75,46.92,0.02,0.017,0.018,0.02,0.02,1186,1759,2055,1950,3039,-4.6,-1,-0.4,-0.3,2.4,14.8,18.5,20.3,20.1,27
13463,14.75,47.08,0.02,0.017,0.018,0.02,0.02,1163,1728,2023,1924,2992,-4.7,-1.1,-0.6,-0.4,2.2,14.7,18.2,20,19.9,26.6
13464,14.75,47.25,0.02,0.017,0.018,0.02,0.02,1242,1809,2108,2007,3085,-4.7,-1,-0.4,-0.3,2.4,15.2,18.6,20.4,20.3,26.9
13465,14.75,47.42,0.02,0.017,0.018,0.02,0.02,887,1395,1675,1576,2575,-5.5,-2.5,-1.9,-1.7,0.8,13.1,16.6,18.4,18.3,25
13466,14.75,47.58,0.02,0.017,0.018,0.02,0.02,1184,1716,2009,1900,2953,-4.9,-1.5,-0.8,-0.7,1.9,14.8,18.3,20.1,19.9,26.6
13467,14.75,47.75,0.02,0.017,0.018,0.02,0.02,1365,1899,2195,2093,3167,-4.4,-1,-0.4,-0.4,2.3,15.7,19.2,21,20.8,27.5
13468,14.75,47.92,0.02,0.017,0.018,0.02,0.12,1640,2183,2493,2395,3505,-3.7,0,0.6,0.4,3.3,17.2,20.3,22.1,22,28.7
13469,14.75,48.08,0.02,0.017,0.038,0.02,0.23,1931,2477,2801,2702,3853,-2.9,0.8,1.7,1.2,4.1,18.6,21.7,23.5,23.4,30.1
13470,14.75,48.25,0.02,0.017,0.038,0.02,0.24,1840,2377,2683,2591,3716,-3,0.6,1.4,1,4,18.2,21.2,22.9,22.8,29.3
13471,14.75,48.42,0.02,0.017,0.017,0.02,0.14,1429,1933,2224,2128,3173,-3.9,-0.6,-0.1,0.2,2.7,16.2,19.2,20.9,20.8,27.2
13472,14.75,48.58,0.02,0.017,0.017,0.02,0.09,1232,1721,1994,1905,2912,-4.5,-1.3,-0.7,-0.5,2.1,15.1,18.1,19.9,19.7,26.1
13473,14.75,48.75,0.02,0.017,0.019,0.02,0.21,1509,2019,2300,2215,3247,-3.6,-0.1,0.6,0.7,3.3,16.7,19.5,21.1,21,27.3
13474,14.75,48.92,0.02,0.036,0.09,0.09,0.28,1707,2234,2516,2442,3508,-3,0.8,1.5,1.6,4.3,17.6,20.4,22,21.9,28.1
13475,14.75,49.08,0.02,0.06,0.104,0.12,0.28,1748,2280,2555,2486,3545,-2.8,1.2,1.8,1.8,4.6,17.8,20.6,22.2,22.1,28.2
13476,14.75,49.25,0.02,0.063,0.102,0.12,0.27,1756,2268,2543,2479,3521,-2.8,1.3,2,1.9,4.8,17.9,20.5,22.1,22,28
13477,14.75,49.42,0.02,0.064,0.102,0.12,0.26,1720,2250,2512,2451,3477,-3.1,1.3,1.9,1.7,4.7,17.7,20.5,22,22,27.8
13478,14.75,49.58,0.02,0.047,0.083,0.1,0.24,1680,2216,2478,2415,3440,-3.1,1.2,1.9,1.7,4.7,17.5,20.4,21.9,21.8,27.6
13479,14.75,49.75,0.02,0.074,0.107,0.13,0.26,1797,2349,2621,2555,3623,-2.7,1.8,2.5,2.2,5.2,18.1,20.9,22.5,22.4,28.1
13480,14.75,49.92,0.02,0.072,0.104,0.13,0.26,1829,2381,2654,2594,3681,-2.6,1.9,2.6,2.3,5.3,18.2,21.1,22.6,22.5,28.2
13481,14.75,50.08,0.06,0.13,0.161,0.19,0.31,1997,2556,2849,2781,3921,-2,2.5,3.3,2.9,5.9,19.1,21.6,23.1,23.1,28.6
13482,14.75,50.25,0.09,0.153,0.18,0.21,0.33,2027,2606,2900,2827,3982,-1.9,2.7,3.4,3.1,6.1,19.3,21.8,23.2,23.2,28.7
13483,14.75,50.42,0.02,0.095,0.125,0.15,0.28,1861,2369,2645,2575,3657,-2.5,1.9,2.7,2.3,5.3,18.6,20.9,22.3,22.2,27.8
13484,14.75,50.58,0.02,0.049,0.082,0.11,0.24,1780,2234,2506,2438,3465,-2.8,1.4,2.3,1.9,4.9,18.2,20.2,21.6,21.5,27
13485,14.75,50.75,0.02,0.017,0.025,0.04,0.18,1691,2094,2348,2283,3265,-3,1,1.8,1.5,4.5,17.7,19.6,21,20.9,26.4
13486,14.75,50.92,0.02,0.017,0.018,0.02,0.15,1725,2148,2410,2343,3344,-2.7,1.2,2.1,1.6,4.6,17.9,19.9,21.3,21.2,26.6
13487,14.75,51.08,0.02,0.017,0.018,0.02,0.15,1769,2224,2485,2420,3447,-2.5,1.4,2.5,1.9,4.9,18.1,20.2,21.7,21.5,27
13488,14.75,51.25,0.02,0.017,0.025,0.04,0.18,1902,2392,2667,2591,3672,-2.1,1.8,2.9,2.3,5.4,18.6,21,22.5,22.2,27.6
13489,14.75,51.42,0.02,0.022,0.047,0.07,0.21,1962,2436,2712,2627,3702,-2.1,1.8,2.9,2.4,5.5,19,21.2,22.7,22.4,27.8
13490,14.75,51.58,0.02,0.033,0.062,0.09,0.23,1964,2415,2683,2610,3657,-2.4,1.4,2.5,2,5.4,19,21.2,22.7,22.4,27.7
13491,14.75,51.75,0.02,0.064,0.093,0.12,0.26,2014,2447,2721,2636,3672,-2.4,1.2,2.3,1.9,5.3,19.3,21.4,22.9,22.6,27.9
13492,14.75,51.92,0.02,0.09,0.118,0.15,0.28,2045,2467,2734,2658,3675,-2.6,1,2.1,1.7,5.1,19.5,21.4,22.9,22.6,27.9
13493,14.75,52.08,0.04,0.108,0.137,0.16,0.3,2062,2478,2755,2664,3672,-2.9,0.8,1.8,1.4,4.9,19.6,21.5,23.1,22.7,28
13494,14.75,52.25,0.05,0.118,0.146,0.17,0.31,2046,2458,2728,2640,3629,-3.3,0.4,1.4,1,4.5,19.7,21.5,23,22.5,27.6
13495,14.75,52.42,0.04,0.099,0.128,0.15,0.29,2011,2414,2691,2594,3569,-3.4,0.3,1.3,0.9,4.4,19.5,21.3,22.9,22.3,27.4
13496,14.75,52.58,0.07,0.11,0.135,0.16,0.29,2071,2490,2772,2675,3660,-3,0.5,1.5,1.1,4.6,19.8,21.7,23.3,22.5,27.5
13497,14.75,52.75,0.05,0.088,0.119,0.14,0.27,2022,2460,2736,2627,3617,-2.9,0.6,1.6,1.2,4.5,19.6,21.6,23.2,22.3,27.2
13498,14.75,52.92,0.05,0.068,0.1,0.12,0.25,1978,2414,2694,2583,3573,-2.7,0.8,1.8,1.4,4.7,19.2,21.5,23.1,22.1,27
13499,14.75,53.08,0.04,0.055,0.082,0.1,0.22,1940,2393,2681,2558,3563,-2.4,1.2,2.2,1.8,5.1,19.1,21.5,23.1,22.1,26.8
13500,14.75,53.25,0.06,0.062,0.082,0.1,0.21,1960,2417,2718,2570,3608,-1.9,1.6,2.6,2.2,5.5,19.1,21.6,23.3,22,26.7
13501,14.75,53.42,0.06,0.059,0.081,0.09,0.2,1954,2440,2750,2579,3642,-1.7,1.9,2.9,2.4,5.7,19.1,21.6,23.3,22,26.4
13502,14.75,53.58,0.07,0.062,0.082,0.09,0.19,1956,2472,2779,2597,3645,-1.7,1.8,2.8,2.4,5.7,19.1,21.9,23.5,22.1,26.5
13503,14.75,53.75,0.06,0.061,0.082,0.08,0.17,1942,2479,2790,2591,3615,-1.8,1.7,2.7,2.3,5.6,19,22.1,23.6,22.2,26.3
13504,14.75,53.92,0.07,0.073,0.091,0.09,0.16,1968,2509,2836,2597,3594,-1.6,1.6,2.5,2.2,5,19,22.2,23.9,22.1,26.2
13505,14.75,55.08,0.1,0.109,0.136,0.11,0.18,1576,2078,2415,2135,3170,-0.4,3.2,4,3.4,5.7,17,20,21.7,20.1,24.3
13506,14.75,55.25,0.09,0.1,0.125,0.1,0.17,1521,2002,2345,2067,3070,-0.6,3,3.8,3.2,5.5,16.8,19.8,21.5,19.8,23.9
13507,14.75,56.08,0.11,0.106,0.13,0.12,0.19,1583,2018,2347,2098,3126,-0.8,2.6,3.4,2.8,5.2,17.3,19.6,20.9,19.8,23.8
13508,14.75,56.25,0.08,0.08,0.105,0.1,0.18,1518,1908,2218,1994,3004,-1.2,2.3,3.1,2.5,5,17,19.1,20.3,19.4,23.5
13509,14.75,56.42,0.05,0.047,0.066,0.07,0.15,1444,1796,2091,1898,2854,-1.7,1.7,2.6,2,4.5,16.6,18.5,19.8,18.9,22.9
13510,14.75,56.58,0.04,0.034,0.055,0.06,0.14,1431,1765,2044,1872,2828,-1.9,1.5,2.4,1.8,4.6,16.7,18.3,19.6,18.8,22.9
13511,14.75,56.75,0.02,0.023,0.038,0.05,0.13,1404,1712,1989,1836,2785,-2.1,1.4,2.3,1.7,4.6,16.6,18,19.4,18.6,22.6
13512,14.75,56.92,0.02,0.02,0.028,0.04,0.12,1388,1683,1946,1801,2748,-2.3,1.2,2.2,1.7,4.7,16.6,18,19.2,18.5,22.5
13513,14.75,57.08,0.02,0.02,0.021,0.03,0.11,1349,1608,1850,1736,2628,-2.6,0.9,2,1.4,4.6,16.5,17.7,19,18.2,22.2
13514,14.75,57.25,0.02,0.02,0.021,0.02,0.1,1316,1564,1792,1688,2556,-2.9,0.6,1.8,1.1,4.4,16.4,17.6,18.8,18.1,22
13515,14.75,57.42,0.02,0.02,0.02,0.02,0.1,1303,1535,1759,1666,2516,-3.1,0.4,1.5,0.9,4.1,16.3,17.6,18.6,18.1,21.9
13516,14.75,57.58,0.02,0.02,0.02,0.02,0.08,1253,1471,1689,1601,2420,-3.6,-0.1,1,0.3,3.6,16.1,17.3,18.4,17.9,21.6
13517,14.75,57.75,0.02,0.02,0.02,0.02,0.08,1255,1467,1675,1600,2403,-3.7,-0.3,0.8,0.2,3.4,16.2,17.3,18.3,17.8,21.6
13518,14.75,57.92,0.02,0.02,0.02,0.02,0.1,1297,1514,1729,1645,2469,-3.6,-0.2,0.9,0.3,3.6,16.5,17.6,18.5,18.1,21.8
13519,14.75,58.08,0.02,0.02,0.02,0.02,0.11,1331,1548,1767,1682,2521,-3.7,-0.2,0.9,0.3,3.5,16.6,17.7,18.7,18.3,21.9
13520,14.75,58.25,0.05,0.02,0.025,0.04,0.13,1394,1614,1838,1753,2606,-3.4,0,1.1,0.4,3.7,17,18.1,19.1,18.7,22.1
13521,14.75,58.42,0.05,0.02,0.028,0.04,0.12,1406,1631,1854,1769,2632,-3.4,0,1.1,0.4,3.7,17.1,18.3,19.2,18.8,22.2
13522,14.75,58.58,0.05,0.02,0.025,0.03,0.12,1403,1627,1846,1764,2620,-3.7,-0.2,0.9,0.3,3.6,17.1,18.2,19.1,18.8,22.2
13523,14.75,58.75,0.03,0.02,0.02,0.02,0.09,1342,1573,1796,1708,2542,-4.1,-0.6,0.6,-0.1,3.3,16.8,18,19,18.6,21.9
13524,14.75,58.92,0.02,0.02,0.02,0.02,0.08,1301,1524,1739,1664,2488,-4.5,-0.9,0.2,-0.4,3,16.7,17.8,18.8,18.5,21.7
13525,14.75,59.08,0.03,0.02,0.02,0.02,0.08,1342,1569,1789,1706,2538,-4.3,-0.9,0.2,-0.2,3.3,16.9,18.1,19,18.7,21.9
13526,14.75,59.25,0.02,0.02,0.02,0.02,0.04,1244,1460,1671,1593,2398,-5.1,-1.6,-0.6,-0.9,2.5,16.5,17.7,18.6,18.3,21.5
13527,14.75,59.42,0.02,0.019,0.02,0.02,0.03,1214,1429,1637,1556,2346,-5.4,-1.9,-0.9,-1,2.4,16.3,17.4,18.3,18.1,21.5
13528,14.75,59.58,0.02,0.019,0.02,0.02,0.02,1174,1389,1596,1514,2291,-5.8,-2.2,-1.2,-1.3,2.1,16.2,17.4,18.3,18,21.2
13529,14.75,59.75,0.02,0.019,0.02,0.02,0.02,1170,1380,1581,1507,2271,-6.2,-2.5,-1.4,-1.5,2.2,16.1,17.4,18.3,18,21.2
13530,14.75,59.92,0.02,0.019,0.02,0.02,0.02,1103,1307,1502,1436,2178,-6.7,-3,-1.9,-2,1.7,15.9,17,17.9,17.7,20.9
13531,14.75,60.08,0.02,0.019,0.02,0.02,0.02,1031,1216,1410,1338,2058,-7.4,-3.6,-2.5,-2.6,1.1,15.5,16.6,17.5,17.3,20.5
13532,14.75,60.25,0.02,0.019,0.02,0.02,0.02,1039,1224,1418,1346,2066,-7.6,-3.6,-2.6,-2.6,1.1,15.6,16.7,17.6,17.4,20.6
13533,14.75,60.42,0.02,0.019,0.02,0.02,0.02,1041,1222,1416,1344,2066,-7.8,-3.7,-2.6,-2.7,1.1,15.7,16.8,17.7,17.4,20.6
13534,14.75,60.58,0.02,0.019,0.02,0.02,0.02,1014,1187,1375,1310,2017,-8.1,-3.9,-2.8,-2.9,1,15.5,16.5,17.4,17.2,20.4
13535,14.75,60.75,0.02,0.019,0.02,0.02,0.02,1038,1219,1409,1339,2056,-8.1,-3.8,-2.7,-2.8,1.2,15.7,16.7,17.6,17.3,20.5
