id,long,lat,dro1945,dro2045B1,dro2095B1,dro2045A1fi,dro2095A1fi,gdd1945,gdd2045B1,gdd2095B1,gdd2045A1fi,gdd2095A1fi,Tc1945,Tc2045B1,Tc2095B1,Tc2045A1fi,Tc2095A1fi,Tw1945,Tw2045B1,Tw2095B1,Tw2045A1fi,Tw2095A1fi
1604,-5.08,43.42,0.05,0.173,0.224,0.19,0.33,2782,3663,4032,3913,5153,7.2,9.4,10.2,9.7,12.2,18.5,22.2,24.1,23.1,29
1605,-5.08,50.08,0.02,0.021,0.037,0.02,0.11,2301,2812,3083,2940,3741,6.8,8.5,9.1,8.8,10.6,16.4,18.2,19,18.7,21.4
1606,-5.08,50.25,0.02,0.021,0.027,0.02,0.1,2274,2797,3065,2925,3732,6.6,8.3,9,8.6,10.4,16.4,18.2,19,18.7,21.4
1607,-5.08,50.42,0.02,0.021,0.035,0.02,0.11,2283,2794,3062,2916,3732,6.5,8.2,8.8,8.4,10.2,16.4,18.2,19,18.7,21.4
1608,-5.08,51.75,0.03,0.04,0.084,0.06,0.19,2110,2615,2892,2786,3705,5.7,7.6,8.2,7.9,10,16.2,18,19,18.8,22.1
1609,-5.08,51.92,0.02,0.022,0.036,0.02,0.14,1964,2484,2758,2661,3580,5.4,7.3,7.9,7.6,9.7,15.7,17.7,18.7,18.5,21.9
1610,-5.08,54.92,0.02,0.023,0.023,0.02,0.02,1478,1913,2168,2046,2852,3.7,5.7,6.3,6.2,8,14.2,15.6,16.4,16.2,18.8
1611,-5.08,55.58,0.02,0.023,0.023,0.02,0.02,1479,1927,2177,2049,2840,3.7,5.8,6.3,6.2,7.8,14.3,15.6,16.4,16.1,18.6
1612,-5.08,55.75,0.02,0.023,0.023,0.02,0.02,1573,2028,2280,2159,2934,3.9,6,6.4,6.3,7.9,14.6,15.8,16.6,16.3,18.8
1613,-5.08,55.92,0.02,0.023,0.023,0.02,0.02,1299,1670,1919,1779,2548,2.8,4.8,5.3,5.2,6.7,13.8,14.9,15.7,15.4,17.8
1614,-5.08,56.08,0.02,0.021,0.022,0.02,0.02,1134,1439,1674,1553,2304,2.1,4.2,4.6,4.5,6,13.2,14.3,15,14.7,17.1
1615,-5.08,56.25,0.02,0.021,0.022,0.02,0.02,1126,1437,1671,1533,2274,2,4.1,4.6,4.4,5.9,13.2,14.3,15.1,14.7,17
1616,-5.08,56.42,0.02,0.02,0.022,0.02,0.02,1096,1390,1613,1476,2207,1.9,3.9,4.3,4.2,5.6,13,14.1,14.8,14.5,16.7
1617,-5.08,56.58,0.02,0.019,0.02,0.02,0.02,956,1202,1405,1290,1952,1.3,3.2,3.6,3.5,4.9,12.4,13.5,14.2,13.8,15.8
1618,-5.08,56.75,0.02,0.019,0.021,0.02,0.02,1021,1299,1522,1393,2097,1.5,3.5,4,3.8,5.4,12.7,13.8,14.5,14.1,16.1
1619,-5.08,56.92,0.02,0.02,0.021,0.02,0.02,1113,1415,1649,1509,2243,2,3.9,4.4,4.3,5.8,13.1,14.2,14.9,14.6,16.6
1620,-5.08,57.08,0.02,0.019,0.021,0.02,0.02,970,1244,1462,1336,2034,1.4,3.3,3.8,3.6,5.2,12.6,13.7,14.4,14,16.1
1621,-5.08,57.25,0.02,0.018,0.018,0.02,0.02,715,933,1090,1015,1589,0.1,2,2.6,2.3,4,11.3,12.5,13.2,12.8,14.9
1622,-5.08,57.42,0.02,0.018,0.02,0.02,0.02,798,1013,1191,1095,1714,0.5,2.5,3,2.8,4.5,11.8,12.9,13.6,13.2,15.4
1623,-5.08,57.58,0.02,0.019,0.021,0.02,0.02,949,1193,1414,1283,1970,1.4,3.3,3.8,3.6,5.3,12.5,13.6,14.3,14,16.1
1624,-5.08,57.75,0.02,0.019,0.021,0.02,0.02,930,1164,1376,1247,1936,1.4,3.3,3.8,3.6,5.3,12.4,13.6,14.3,13.9,16.2
1625,-5.08,57.92,0.02,0.022,0.023,0.02,0.02,1116,1416,1669,1490,2249,2.4,4.3,4.9,4.7,6.4,13.1,14.2,14.9,14.6,16.9
1626,-5.08,58.08,0.02,0.021,0.023,0.02,0.02,1065,1326,1568,1399,2121,2.4,4.3,4.9,4.6,6.4,12.9,14,14.7,14.3,16.4
1627,-5.08,58.25,0.02,0.023,0.023,0.02,0.02,1179,1507,1747,1577,2279,3.4,5.2,5.8,5.6,7.5,13.2,14.2,14.8,14.5,16.5
1628,-5.08,58.42,0.02,0.024,0.024,0.02,0.02,1298,1665,1899,1732,2397,4.1,6.1,6.7,6.4,8.2,13.5,14.5,15.1,14.7,16.5
1629,-4.92,35.08,0.38,0.415,0.444,0.43,0.5,3224,3954,4421,4207,5693,7.1,8.8,9.6,9.1,11.6,21.9,24.8,26.5,24.9,29.5
1630,-4.92,35.25,0.44,0.477,0.517,0.49,0.59,4168,4911,5368,5160,6610,10.3,12.2,13.1,12.5,14.9,23.5,26.1,27.7,26.3,30.4
1631,-4.92,36.58,0.43,0.503,0.536,0.51,0.63,3883,4660,5096,4934,6372,8.9,10.8,11.6,11.4,14.1,23.5,27.2,29.3,27.7,33.7
1632,-4.92,36.75,0.4,0.476,0.513,0.49,0.6,3400,4187,4635,4467,5917,7.2,8.9,9.7,9.5,12.1,22.7,26.7,29,27.2,33.5
1633,-4.92,36.92,0.43,0.506,0.543,0.52,0.65,3771,4567,5015,4859,6343,8.1,9.8,10.5,10.4,13,23.7,27.9,30.2,28.5,35.1
1634,-4.92,37.08,0.43,0.513,0.554,0.53,0.66,3878,4689,5144,4987,6487,8.1,9.7,10.5,10.3,12.9,24.2,28.5,30.9,29.2,36
1635,-4.92,37.25,0.44,0.524,0.573,0.54,0.68,4009,4845,5302,5143,6661,8.3,9.9,10.7,10.5,13,24.8,29.4,31.9,30.1,37.2
1636,-4.92,37.42,0.47,0.562,0.615,0.58,0.71,4383,5234,5682,5535,7065,9.1,10.9,11.6,11.4,13.9,25.8,30.5,33,31.2,38.3
1637,-4.92,37.58,0.47,0.558,0.61,0.57,0.7,4377,5228,5686,5532,7066,8.8,10.5,11.3,11.1,13.6,26.1,30.8,33.3,31.5,38.6
1638,-4.92,37.75,0.47,0.557,0.61,0.57,0.7,4411,5274,5719,5578,7109,8.7,10.4,11.2,10.9,13.4,26.4,31.2,33.7,31.9,39
1639,-4.92,37.92,0.46,0.533,0.589,0.55,0.68,4120,4988,5434,5299,6835,7.8,9.6,10.3,10,12.5,26,30.7,33.2,31.3,38.4
1640,-4.92,38.08,0.43,0.499,0.554,0.52,0.65,3737,4608,5060,4919,6456,6.5,8.4,9.1,8.8,11.2,25.2,29.9,32.4,30.6,37.6
1641,-4.92,38.25,0.42,0.496,0.547,0.51,0.64,3558,4432,4881,4740,6273,6,7.8,8.6,8.2,10.7,25,29.5,32,30.2,37.2
1642,-4.92,38.42,0.43,0.524,0.586,0.54,0.67,3588,4451,4902,4770,6307,6.1,7.8,8.5,8.1,10.6,25,29.7,32.1,30.3,37.1
1643,-4.92,38.58,0.46,0.587,0.64,0.59,0.72,3713,4594,5054,4898,6447,6.4,8.1,8.9,8.4,10.8,25.5,30,32.4,30.6,37.4
1644,-4.92,38.75,0.49,0.631,0.682,0.63,0.75,3743,4633,5097,4941,6483,6.5,8.2,9,8.5,10.9,25.6,30.1,32.5,30.8,37.4
1645,-4.92,38.92,0.5,0.639,0.69,0.65,0.75,3603,4493,4957,4789,6334,6.1,7.8,8.5,8.1,10.5,25.1,29.8,32.2,30.4,37
1646,-4.92,39.08,0.52,0.662,0.714,0.67,0.77,3539,4429,4890,4725,6255,5.9,7.5,8.3,7.8,10.2,25.1,29.6,31.9,30.2,36.7
1647,-4.92,39.25,0.54,0.682,0.732,0.69,0.79,3478,4372,4826,4664,6185,5.8,7.4,8.2,7.8,10.1,24.9,29.4,31.7,30,36.4
1648,-4.92,39.42,0.58,0.722,0.768,0.72,0.82,3555,4448,4905,4734,6258,6,7.6,8.4,7.9,10.3,24.9,29.4,31.7,30.1,36.5
1649,-4.92,39.58,0.48,0.64,0.7,0.64,0.76,2997,3891,4352,4165,5686,4.5,6.2,7,6.5,8.9,23.5,28,30.3,28.6,35.1
1650,-4.92,39.75,0.59,0.74,0.783,0.74,0.83,3387,4298,4756,4572,6082,5.6,7.3,8,7.6,10,24.4,29,31.2,29.6,36
1651,-4.92,39.92,0.68,0.788,0.824,0.79,0.86,3618,4511,4972,4782,6288,6.2,7.8,8.6,8.1,10.5,24.9,29.4,31.6,30,36.4
1652,-4.92,40.08,0.67,0.783,0.815,0.78,0.85,3432,4316,4780,4581,6090,5.8,7.4,8.1,7.7,10.1,24.4,28.9,31.1,29.4,36
1653,-4.92,40.25,0.49,0.631,0.686,0.63,0.75,2512,3293,3764,3559,5063,3.2,4.7,5.5,5.1,7.4,21.6,26.1,28.3,26.6,33.3
1654,-4.92,40.42,0.34,0.453,0.505,0.46,0.57,1746,2417,2813,2645,4025,0.7,2.3,3,2.6,5,18.7,23.2,25.4,23.8,30.3
1655,-4.92,40.58,0.4,0.524,0.572,0.53,0.64,1958,2663,3075,2897,4341,1.5,3.2,4,3.5,5.9,19.4,23.9,26.1,24.5,31
1656,-4.92,40.75,0.47,0.614,0.668,0.61,0.73,2142,2874,3308,3133,4612,2.1,3.8,4.6,4.2,6.5,20,24.5,26.7,25.1,31.6
1657,-4.92,40.92,0.6,0.699,0.746,0.69,0.79,2372,3194,3648,3458,4940,3,4.8,5.5,5.1,7.4,20.6,25.3,27.5,25.9,32.3
1658,-4.92,41.08,0.64,0.732,0.774,0.73,0.81,2489,3349,3800,3613,5092,3.2,5.1,5.8,5.5,7.9,20.8,25.5,27.7,26.1,32.7
1659,-4.92,41.25,0.65,0.738,0.781,0.73,0.81,2519,3418,3870,3689,5156,3.3,5.2,6.1,5.6,8,20.7,25.6,27.8,26.3,32.6
1660,-4.92,41.42,0.63,0.718,0.76,0.71,0.79,2462,3363,3797,3644,5113,3.2,5.3,6.1,5.6,8.1,20.5,25.4,27.5,26,32.4
1661,-4.92,41.58,0.59,0.674,0.72,0.67,0.75,2347,3233,3672,3510,4985,2.7,5,5.9,5.3,8,20,25,27.1,25.6,32
1662,-4.92,41.75,0.55,0.632,0.668,0.62,0.7,2169,3044,3483,3318,4790,2.4,4.6,5.5,4.9,7.6,19.2,24.3,26.5,25,31.3
1663,-4.92,41.92,0.56,0.637,0.679,0.63,0.71,2252,3144,3577,3427,4890,2.7,5.1,6,5.5,8.2,19.3,24.6,26.7,25.2,31.4
1664,-4.92,42.08,0.53,0.615,0.662,0.61,0.7,2229,3126,3565,3409,4863,2.9,5.2,6.1,5.6,8.3,19.2,24.3,26.5,25,31.2
1665,-4.92,42.25,0.45,0.546,0.599,0.54,0.65,2114,3004,3446,3287,4741,2.7,5,6,5.4,8.1,18.6,23.8,26,24.5,30.8
1666,-4.92,42.42,0.36,0.453,0.503,0.47,0.6,1956,2808,3245,3083,4528,2.4,4.7,5.6,5,7.8,18,23.1,25.3,23.8,30
1667,-4.92,42.58,0.28,0.379,0.428,0.4,0.54,1751,2557,2974,2824,4260,1.8,4.2,5.1,4.6,7.3,17.1,22.2,24.4,22.9,29.3
1668,-4.92,42.75,0.19,0.293,0.345,0.31,0.46,1544,2312,2703,2549,3971,1.4,3.8,4.7,4.1,6.9,16.2,21.3,23.5,21.9,28.3
1669,-4.92,42.92,0.09,0.191,0.252,0.22,0.37,1196,1889,2237,2115,3417,0.2,2.6,3.5,2.9,5.7,14.6,19.5,21.5,20.2,26.8
1670,-4.92,43.08,0.02,0.12,0.171,0.14,0.29,964,1586,1902,1781,2950,-0.6,1.7,2.6,2,4.8,13.5,18.1,20.3,18.9,25.6
1671,-4.92,43.25,0.02,0.12,0.174,0.14,0.29,1273,1974,2328,2204,3525,1.4,3.6,4.5,4,6.7,14.7,19.2,21.4,20.1,26.7
1672,-4.92,43.42,0.05,0.167,0.216,0.18,0.33,2642,3551,3920,3794,5062,6.8,9,9.8,9.4,11.9,18,22.1,24.2,22.9,29.1
1673,-4.92,50.25,0.02,0.021,0.03,0.02,0.1,2280,2803,3074,2919,3732,6.5,8.2,8.8,8.5,10.4,16.4,18.3,19.1,18.7,21.4
1674,-4.92,50.42,0.02,0.021,0.021,0.02,0.06,2131,2658,2925,2770,3592,6,7.7,8.3,7.9,9.7,16.1,17.9,18.7,18.4,21.1
1675,-4.92,50.58,0.02,0.021,0.025,0.02,0.09,2271,2785,3047,2901,3720,6.4,8.1,8.7,8.4,10.3,16.4,18.2,19,18.7,21.4
1676,-4.92,51.58,0.04,0.053,0.098,0.07,0.2,2174,2667,2944,2831,3729,5.9,7.6,8.2,8,10,16.3,18.2,19.1,18.8,21.9
1677,-4.92,51.75,0.02,0.037,0.08,0.06,0.2,2077,2579,2859,2752,3672,5.6,7.4,8,7.8,9.8,16.1,18,18.9,18.7,22.1
1678,-4.92,51.92,0.02,0.022,0.021,0.02,0.11,1873,2366,2649,2549,3477,5,6.8,7.5,7.2,9.3,15.5,17.5,18.5,18.3,21.8
1679,-4.92,54.75,0.02,0.023,0.023,0.02,0.02,1583,2049,2308,2192,3004,4.1,6.2,6.7,6.6,8.5,14.5,16,16.8,16.5,19.1
1680,-4.92,54.92,0.02,0.023,0.023,0.02,0.02,1425,1861,2113,1988,2810,3.4,5.5,6,5.9,7.8,14.1,15.6,16.3,16.1,18.7
1681,-4.92,55.08,0.02,0.023,0.023,0.02,0.02,1269,1640,1910,1782,2594,2.7,4.8,5.3,5.2,7,13.6,15,15.8,15.5,18.2
1682,-4.92,55.75,0.02,0.023,0.023,0.02,0.02,1558,2025,2287,2153,2956,3.8,5.9,6.4,6.3,7.9,14.6,15.9,16.7,16.4,18.9
1683,-4.92,55.92,0.02,0.023,0.023,0.02,0.02,1370,1773,2025,1891,2682,2.9,5.1,5.5,5.4,6.9,14.2,15.3,16.1,15.7,18.2
1684,-4.92,56.08,0.02,0.021,0.022,0.02,0.02,1168,1484,1718,1594,2372,2,4.1,4.5,4.5,6,13.4,14.6,15.4,15,17.5
1685,-4.92,56.25,0.02,0.02,0.021,0.02,0.02,991,1270,1481,1359,2083,1.3,3.3,3.7,3.6,5.1,12.7,13.9,14.7,14.3,16.7
1686,-4.92,56.42,0.02,0.019,0.021,0.02,0.02,990,1260,1470,1358,2076,1.3,3.3,3.8,3.7,5.2,12.7,13.8,14.6,14.2,16.6
1687,-4.92,56.58,0.02,0.018,0.019,0.02,0.02,835,1067,1245,1161,1797,0.5,2.5,3,2.8,4.3,12,13.1,13.8,13.5,15.9
1688,-4.92,56.75,0.02,0.018,0.018,0.02,0.02,747,954,1124,1042,1635,0.1,2.1,2.5,2.4,3.9,11.6,12.7,13.5,13,15.4
1689,-4.92,56.92,0.02,0.02,0.021,0.02,0.02,1077,1371,1599,1461,2216,1.6,3.6,4,3.9,5.6,13.1,14.3,15.1,14.7,17.2
1690,-4.92,57.08,0.02,0.019,0.021,0.02,0.02,992,1265,1492,1361,2085,1.3,3.2,3.8,3.6,5.3,12.9,14,14.8,14.4,16.8
1691,-4.92,57.25,0.02,0.018,0.02,0.02,0.02,924,1175,1376,1255,1949,0.9,2.8,3.4,3.2,4.9,12.6,13.7,14.4,14,16.5
1692,-4.92,57.42,0.02,0.018,0.02,0.02,0.02,821,1059,1233,1132,1779,0.6,2.5,3.1,2.8,4.6,12.1,13.3,14,13.6,16.1
1693,-4.92,57.58,0.02,0.02,0.021,0.02,0.02,1015,1275,1509,1362,2101,1.5,3.5,4,3.8,5.5,12.9,14.1,14.9,14.5,16.9
1694,-4.92,57.75,0.02,0.018,0.02,0.02,0.02,764,971,1144,1056,1672,0.6,2.5,3,2.8,4.6,11.7,12.8,13.6,13.2,15.7
1695,-4.92,57.92,0.02,0.02,0.022,0.02,0.02,977,1230,1452,1307,2018,1.7,3.6,4.1,3.9,5.6,12.6,13.9,14.7,14.3,16.7
1696,-4.92,58.08,0.02,0.021,0.022,0.02,0.02,998,1241,1472,1315,2042,2,3.9,4.5,4.3,6.2,12.7,13.8,14.6,14.2,16.5
1697,-4.92,58.25,0.02,0.021,0.023,0.02,0.02,986,1218,1455,1280,1981,2.3,4.3,4.9,4.6,6.6,12.6,13.7,14.4,14,16.1
1698,-4.92,58.42,0.02,0.024,0.024,0.02,0.02,1075,1334,1583,1407,2088,3.1,4.9,5.5,5.3,7.1,12.8,13.7,14.4,14,15.9
1699,-4.92,58.58,0.02,0.024,0.024,0.02,0.02,1168,1473,1708,1534,2173,3.9,5.6,6.1,5.9,7.6,13.1,13.8,14.4,14,15.7
1700,-4.75,35.08,0.4,0.454,0.493,0.46,0.58,3576,4319,4800,4587,6094,8.1,9.9,10.8,10.2,12.7,22.8,25.5,27.3,25.7,30.2
1701,-4.75,35.25,0.46,0.559,0.602,0.57,0.67,4475,5206,5675,5474,6975,11.2,13.1,14,13.4,16.1,24.3,26.9,28.5,27.1,31.3
1702,-4.75,36.58,0.46,0.54,0.592,0.56,0.69,4269,5052,5494,5326,6798,10.2,12.1,12.9,12.6,15.3,24.2,28.1,30.3,28.6,34.8
1703,-4.75,36.75,0.48,0.577,0.63,0.59,0.71,4391,5187,5620,5457,6938,10.4,12.1,12.9,12.7,15.4,24.6,28.8,31.1,29.3,35.7
1704,-4.75,36.92,0.45,0.529,0.585,0.55,0.69,3957,4759,5201,5048,6544,8.6,10.3,11,10.8,13.5,24.1,28.4,30.7,29,35.6
1705,-4.75,37.08,0.45,0.527,0.586,0.54,0.69,4015,4817,5262,5112,6620,8.5,10.2,10.9,10.8,13.4,24.5,28.8,31.2,29.5,36.4
1706,-4.75,37.25,0.45,0.532,0.589,0.55,0.69,4067,4902,5354,5204,6725,8.5,10.2,10.9,10.7,13.4,24.9,29.4,31.9,30.1,37.2
1707,-4.75,37.42,0.47,0.555,0.609,0.57,0.7,4313,5155,5600,5456,6987,8.9,10.5,11.3,11.1,13.6,25.7,30.4,32.9,31.1,38.2
1708,-4.75,37.58,0.47,0.548,0.603,0.57,0.7,4320,5164,5613,5472,6996,8.6,10.4,11.1,10.9,13.4,26,30.6,33.2,31.4,38.5
1709,-4.75,37.75,0.47,0.549,0.605,0.57,0.7,4363,5225,5674,5533,7063,8.6,10.3,11.1,10.8,13.3,26.4,31.1,33.6,31.8,38.9
1710,-4.75,37.92,0.46,0.559,0.612,0.58,0.7,4302,5156,5604,5469,7012,8.2,9.9,10.6,10.4,12.9,26.5,31.1,33.6,31.8,38.9
1711,-4.75,38.08,0.45,0.532,0.588,0.55,0.68,3934,4779,5236,5095,6635,7.1,8.8,9.6,9.3,11.8,25.9,30.3,32.8,31,38
1712,-4.75,38.25,0.43,0.51,0.569,0.52,0.66,3603,4472,4914,4786,6310,6.1,7.8,8.6,8.2,10.6,25.2,29.7,32.1,30.4,37.3
1713,-4.75,38.42,0.44,0.537,0.596,0.55,0.68,3570,4435,4890,4752,6283,5.9,7.7,8.5,8.1,10.5,25.1,29.7,32.2,30.4,37.3
1714,-4.75,38.58,0.46,0.592,0.648,0.6,0.72,3688,4576,5027,4880,6429,6.2,7.9,8.7,8.3,10.8,25.5,30,32.4,30.7,37.4
1715,-4.75,38.75,0.49,0.636,0.686,0.64,0.75,3716,4612,5069,4913,6453,6.3,8,8.8,8.3,10.7,25.4,30.1,32.5,30.8,37.5
1716,-4.75,38.92,0.48,0.632,0.683,0.64,0.75,3497,4402,4851,4691,6225,5.7,7.4,8.1,7.7,10.1,25,29.7,32,30.3,36.9
1717,-4.75,39.08,0.49,0.64,0.695,0.64,0.76,3366,4271,4735,4561,6094,5.4,7.1,7.9,7.4,9.8,24.7,29.3,31.6,29.9,36.4
1718,-4.75,39.25,0.54,0.688,0.736,0.69,0.79,3439,4350,4811,4640,6173,5.6,7.2,8,7.6,9.9,24.8,29.5,31.8,30.1,36.5
1719,-4.75,39.42,0.56,0.708,0.753,0.71,0.81,3418,4329,4796,4612,6137,5.6,7.2,8,7.5,9.9,24.7,29.3,31.5,29.9,36.4
1720,-4.75,39.58,0.44,0.61,0.674,0.61,0.74,2865,3739,4203,4016,5537,4.2,5.8,6.6,6.1,8.5,23.2,27.7,29.9,28.3,34.8
1721,-4.75,39.75,0.57,0.728,0.773,0.72,0.82,3278,4195,4659,4466,5981,5.3,7,7.8,7.3,9.7,24.2,28.8,31.1,29.4,35.8
1722,-4.75,39.92,0.66,0.781,0.819,0.78,0.85,3536,4447,4911,4706,6228,6,7.6,8.4,7.9,10.3,24.8,29.4,31.6,29.9,36.3
1723,-4.75,40.08,0.62,0.752,0.794,0.75,0.83,3201,4101,4577,4362,5878,5.1,6.7,7.5,7,9.4,23.9,28.4,30.6,28.9,35.5
1724,-4.75,40.25,0.63,0.747,0.79,0.75,0.83,3032,3912,4379,4183,5695,4.7,6.2,7,6.5,8.9,23.4,27.8,30,28.4,35
1725,-4.75,40.42,0.42,0.546,0.609,0.55,0.68,2140,2866,3305,3113,4606,2.1,3.8,4.5,4.1,6.5,20.2,24.8,27,25.3,31.8
1726,-4.75,40.58,0.41,0.533,0.598,0.54,0.67,2005,2718,3134,2962,4417,1.8,3.4,4.1,3.7,6.1,19.6,24.2,26.4,24.8,31.1
1727,-4.75,40.75,0.51,0.634,0.681,0.63,0.75,2205,2951,3393,3214,4694,2.5,4.1,4.9,4.5,6.8,20.2,24.8,27,25.4,31.9
1728,-4.75,40.92,0.61,0.697,0.749,0.7,0.8,2460,3282,3730,3544,5034,3.2,5,5.7,5.3,7.8,21,25.5,27.7,26.1,32.7
1729,-4.75,41.08,0.62,0.709,0.76,0.71,0.8,2481,3324,3779,3595,5071,3.3,5.1,5.9,5.5,7.9,20.9,25.6,27.8,26.1,32.7
1730,-4.75,41.25,0.65,0.724,0.769,0.72,0.81,2518,3406,3852,3671,5150,3.3,5.3,6.1,5.6,8.1,20.9,25.7,27.9,26.2,32.7
1731,-4.75,41.42,0.64,0.713,0.756,0.71,0.79,2512,3421,3863,3695,5177,3.3,5.4,6.2,5.7,8.3,20.7,25.6,27.8,26.3,32.6
1732,-4.75,41.58,0.62,0.692,0.73,0.69,0.76,2482,3406,3851,3695,5165,3.2,5.5,6.4,5.8,8.5,20.5,25.5,27.7,26.2,32.5
1733,-4.75,41.75,0.56,0.636,0.678,0.64,0.71,2252,3169,3608,3449,4924,2.6,4.9,5.8,5.3,8,19.6,24.8,27,25.5,31.8
1734,-4.75,41.92,0.56,0.634,0.676,0.64,0.71,2191,3093,3525,3370,4836,2.6,4.9,5.8,5.3,8,19.3,24.4,26.6,25.1,31.3
1735,-4.75,42.08,0.56,0.639,0.681,0.63,0.72,2236,3141,3580,3430,4887,3,5.2,6.1,5.6,8.3,19.2,24.3,26.5,25,31.3
1736,-4.75,42.25,0.45,0.552,0.608,0.55,0.66,2093,2967,3416,3254,4705,2.7,5,5.9,5.3,8,18.6,23.7,25.9,24.4,30.6
1737,-4.75,42.42,0.36,0.458,0.507,0.48,0.61,1959,2810,3248,3089,4525,2.6,4.8,5.7,5.2,7.8,18,23.1,25.3,23.8,30.2
1738,-4.75,42.58,0.27,0.38,0.425,0.4,0.54,1734,2536,2956,2795,4233,1.9,4.3,5.2,4.7,7.4,17,22.1,24.3,22.8,29.2
1739,-4.75,42.75,0.18,0.285,0.339,0.31,0.45,1449,2195,2575,2439,3840,1.1,3.4,4.3,3.8,6.5,15.8,20.9,23.1,21.6,28
1740,-4.75,42.92,0.03,0.146,0.204,0.17,0.32,913,1548,1864,1738,2895,-1.2,1.1,2.1,1.5,4.2,13.3,18.3,20.4,18.9,25.4
1741,-4.75,43.08,0.02,0.128,0.184,0.15,0.3,1032,1679,2005,1885,3106,-0.3,2.1,3,2.4,5.2,13.8,18.4,20.6,19.3,25.9
1742,-4.75,43.25,0.02,0.132,0.182,0.15,0.31,1398,2146,2528,2384,3738,2,4.3,5.2,4.7,7.3,15.1,19.6,21.8,20.4,27.1
1743,-4.75,43.42,0.04,0.154,0.204,0.17,0.32,2424,3338,3725,3594,4886,6.1,8.3,9.2,8.7,11.3,17.7,21.7,23.9,22.6,29
1744,-4.75,48.42,0.02,0.039,0.071,0.05,0.16,2353,3041,3293,3165,3957,6.9,8.9,9.5,9.1,10.9,16.5,18.9,19.8,19.5,22.4
1745,-4.75,50.42,0.02,0.021,0.021,0.02,0.04,2156,2670,2941,2788,3604,6,7.8,8.4,8.1,9.9,16.2,18.1,18.9,18.6,21.2
1746,-4.75,50.58,0.02,0.021,0.021,0.02,0.02,2092,2597,2868,2718,3537,5.9,7.5,8.1,7.8,9.6,16.1,17.8,18.6,18.3,21
1747,-4.75,51.75,0.02,0.022,0.058,0.03,0.18,1995,2500,2783,2673,3596,5.4,7.1,7.7,7.4,9.5,16,17.9,18.9,18.7,22
1748,-4.75,51.92,0.02,0.022,0.021,0.02,0.09,1753,2241,2524,2418,3343,4.7,6.3,7,6.7,8.7,15.3,17.2,18.2,18.1,21.6
1749,-4.75,52.08,0.02,0.022,0.027,0.02,0.14,1891,2375,2658,2561,3495,5.1,6.8,7.4,7.2,9.2,15.6,17.5,18.6,18.4,22.1
1750,-4.75,54.08,0.02,0.023,0.023,0.02,0.07,1553,2040,2314,2192,3063,4.5,6.3,6.8,6.7,8.6,14.4,16.1,17,16.8,20
1751,-4.75,54.92,0.02,0.023,0.023,0.02,0.02,1393,1809,2077,1943,2770,3.2,5.3,5.9,5.7,7.6,14.1,15.5,16.3,16,18.6
1752,-4.75,55.08,0.02,0.022,0.023,0.02,0.02,1280,1650,1916,1788,2609,2.6,4.7,5.3,5.1,7,13.8,15,15.8,15.6,18.2
1753,-4.75,55.25,0.02,0.023,0.023,0.02,0.02,1366,1770,2031,1903,2725,3,5.2,5.8,5.6,7.4,14.1,15.2,16,15.8,18.4
1754,-4.75,55.42,0.02,0.023,0.023,0.02,0.02,1420,1855,2116,1982,2795,3.2,5.4,5.9,5.8,7.5,14.3,15.5,16.3,16,18.6
1755,-4.75,55.58,0.02,0.023,0.023,0.02,0.02,1606,2083,2345,2211,3023,3.8,6,6.5,6.3,8,15,16.1,16.9,16.6,19.1
1756,-4.75,55.75,0.02,0.023,0.023,0.02,0.02,1286,1664,1934,1794,2606,2.5,4.8,5.2,5.1,6.8,13.9,15,15.8,15.5,18
1757,-4.75,55.92,0.02,0.022,0.023,0.02,0.02,1260,1620,1883,1741,2545,2.3,4.5,5,4.8,6.5,13.9,15,15.8,15.4,17.9
1758,-4.75,56.08,0.02,0.021,0.022,0.02,0.02,1160,1487,1734,1601,2390,2,4,4.5,4.4,6,13.5,14.6,15.4,15,17.5
1759,-4.75,56.25,0.02,0.02,0.022,0.02,0.02,1046,1327,1553,1427,2180,1.3,3.5,4,3.8,5.4,13.1,14.1,14.9,14.5,16.9
1760,-4.75,56.42,0.02,0.018,0.02,0.02,0.02,893,1138,1329,1233,1919,0.6,2.7,3.2,3,4.6,12.3,13.4,14.2,13.8,16.3
1761,-4.75,56.58,0.02,0.019,0.021,0.02,0.02,947,1208,1413,1302,2007,1,3,3.4,3.3,5,12.7,13.8,14.5,14.2,16.6
1762,-4.75,56.75,0.02,0.018,0.019,0.02,0.02,809,1026,1197,1116,1737,0.1,2.2,2.7,2.6,4.2,12.1,13,13.8,13.4,15.8
1763,-4.75,56.92,0.02,0.018,0.02,0.02,0.02,887,1118,1307,1213,1870,0.6,2.6,3.2,3,4.7,12.4,13.5,14.3,13.9,16.3
1764,-4.75,57.08,0.02,0.019,0.021,0.02,0.02,1009,1266,1485,1356,2089,1.1,3.2,3.7,3.6,5.3,13.1,14.1,14.9,14.5,17
1765,-4.75,57.25,0.02,0.018,0.021,0.02,0.02,957,1207,1418,1297,2022,1,3,3.6,3.4,5.2,12.8,13.9,14.7,14.3,16.8
1766,-4.75,57.42,0.02,0.019,0.021,0.02,0.02,974,1237,1454,1320,2061,1.1,3.2,3.7,3.6,5.5,12.8,14,14.8,14.4,16.9
